fsaCCQPgeGSTpTbKQXJAAWGKOcoQEWCbkCHm@WcWFGRGNAKG]AWDkCi`x@ibSHgf\?qb[yIAoQwgIOXhocwHJWKYAMOwBOqpJ?dHEayp_DQbjc_S^acOoaNq`Cca?	6	3	0.631578947368421
fsaCCYQ`KEuGqHhAwQgoaEAK_[A?s?ggkIINYI@Ra_DAcpRApdEMWRqJKEuBCLqaX@uIHj@RCBh@XC@F`cc\DhKKUHhQs_aMDhWG`VKHxODUWLl?Nca_IKJpa_IHG	6	3	0.631578947368421
fsaCCiI`KEx@kDlHXWWX?Co@?gXA_wOwwOYY@Sf?DWsCBJQOENAFCTJBPDYOXbJ[CqW|_dkAbQFcIHRWEPoHqCpWBZH?iwReCIj@lcwDPo[pgTD_^os_GGNsd_GGG	6	3	0.631578947368421
fsaCKiIdKUs`odsHTGWPBCOWSP?SPI?ew_KzH_JqKAlKDBeWSErSWdEDK`RBs?yX^?EkoQuGJ?Y[_hAxCHGKzCBAEWBX?tR?fCHTEVGLGYRUG[HIBzb?QIA}qOEI?	6	3	0.631578947368421
fsbDCQO`SDqHaLjHYWWIg?icMG?k_@CDtCD[P?l`CI[k@QuWDBrQEKIeBHIas_j_NAAy?HRa`o`ZIBRZ?mWDr_MqDJ[_MSafWApWM{A?iaZwA?iaEJ{_k?bI|_h?_	6	3	0.631578947368421
fseCKUQbC@okgBdQWQWdO@DO``IKCoQXKIY\QJAI_hHCxAHX?\SDJ_Qao]b@XgEDIgiBpRWMIX_tKg`qBtA`HFOS]QgYdOb_ibK?nOPgKD\W?mAqW\f@GSLjARK?_	6	3	0.631578947368421
fsaCCQPgeGSTpTbKQXJAAWGKOcoQEWCbkCHm@WcWFGRGNAKG]AWDkCi`x@ibSHgf\?qb[yIAoQwgIOXhocwHJWKYAMOwBOqpJ?dHEayp_DQbjc_S^acOoaNq`Cca?	6	3	0.631578947368421
fsaCCYQ`KEuGqHhAwQgoaEAK_[A?s?ggkIINYI@Ra_DAcpRApdEMWRqJKEuBCLqaX@uIHj@RCBh@XC@F`cc\DhKKUHhQs_aMDhWG`VKHxODUWLl?Nca_IKJpa_IHG	6	3	0.631578947368421
fsaCCiI`KEx@kDlHXWWX?Co@?gXA_wOwwOYY@Sf?DWsCBJQOENAFCTJBPDYOXbJ[CqW|_dkAbQFcIHRWEPoHqCpWBZH?iwReCIj@lcwDPo[pgTD_^os_GGNsd_GGG	6	3	0.631578947368421
fsaCKiIdKUs`odsHTGWPBCOWSP?SPI?ew_KzH_JqKAlKDBeWSErSWdEDK`RBs?yX^?EkoQuGJ?Y[_hAxCHGKzCBAEWBX?tR?fCHTEVGLGYRUG[HIBzb?QIA}qOEI?	6	3	0.631578947368421
fsbDCQO`SDqHaLjHYWWIg?icMG?k_@CDtCD[P?l`CI[k@QuWDBrQEKIeBHIas_j_NAAy?HRa`o`ZIBRZ?mWDr_MqDJ[_MSafWApWM{A?iaZwA?iaEJ{_k?bI|_h?_	6	3	0.631578947368421
fseCKUQbC@okgBdQWQWdO@DO``IKCoQXKIY\QJAI_hHCxAHX?\SDJ_Qao]b@XgEDIgiBpRWMIX_tKg`qBtA`HFOS]QgYdOb_ibK?nOPgKD\W?mAqW\f@GSLjARK?_	6	3	0.631578947368421
fv}mmYrz~nz[nXv|v|vNUx|NtZFTxNXmvrM{mJTuqd\VqYbvbIfWlV|khV|qr}LyM^hugfz{pYNzuPr[Qf~duOl~lB[bvvGfWl|u`q|W}zDb|HznMGu^J~jGfNY~w	3	6	0.631578947368421
fv~\vFd|v\~^~]nuZvNbeyZNqb^YH~]Inuanu~gDz}?zyigniigKxvnhkvzpEzf}PMz^gmLvlYkf^dz}m_zX}mgZqBZEziwfczmj`hd|zjCkt|mn?M^nJ~_JNzY~w	3	6	0.631578947368421
