Z}jLeEceKqLe[qSpDcO{??]?WWwoqqAgO_iH?kgwIYJG_MhG_[l?hUt?gVdO	5	6.873293	9	0.7142857142857143
Z}jLmA`aS`jwNgA\ALQe@JGPCXHCpb@Ql`OmAgeOiGp@AeFCAqU?bPd_aSpw	5	6.623852	9	0.7142857142857143
Z}nLeA`oD?JqNaAuaf_Z?Cw?EoGMOaBeC`kcRCJhcQm`ERSCRFPOC~HC@nWO	5	6.676464	9	0.7142857142857143
Z}nDMUtqdgP_c`Z{M|BUw\M_A}gI}_VgSTiSORaX@kbBO]ZF@ZMQDHnE@WzW	5	6.33697	9	0.7142857142857143
Z}nLmEcqD_pKcWTrdurro]F_BmWJkqf`ClhCBIqOehPhQgvLAhuPAk|CQilW	5	6.779744	9	0.7142857142857143
Z}nLmQooLAPAcA^eNooVtD^HQ{@YsIX[WrUROxu`JMw?]kX@YxKTBCldQPhw	5	7.065888	9	0.7142857142857143
Z}v~vfkg|Jrdet{i\i?tmFRgR^GX|`@yk`YnWg[rIBXadhnAsk}S_vVh_fVw	3	3.821167	5.4	0.7142857142857143
Z~~fMu|ttlZCmPqdT`QMuHnHFThLV_xYWZQqQDzpO^laLj[C[nXOjS~ciTno	3	3.98244	5.4	0.7142857142857143
Z~~v]Uty^bzOn?ahQgWh}AvhJ{XjsoNVcFtkAL{oa^XM_UnY`Q}Ob[vca\fw	3	4.26071	5.4	0.7142857142857143
Z}nnnVtzFczMmZt[T\M[wle`[fxuNr[lluNMEm{wyzZGm^VGz^UA~NJanZYw	3	4.076177	5.4	0.7142857142857143
Z}n~~Vs}fwxtltuZVMUBhgYt]|p}vOU|sS~[BH}oeNxlLJn[[M}PjS~cyTnw	3	4.044057	5.4	0.7142857142857143
Z~~fMu|vLux{jwokshngT{dPP^x`~w|vW^\qRtNp\U|ixxTLllTQ[}ZdLnMw	3	3.928203	5.4	0.7142857142857143
