bsaSUIap\FqwbhtEtReb^i\xDS@DSJMALe_fSRdHPkUJWKVNGXUNoDLjs@XroP\]]CTtkJMqgohmYaYyifJ?yilb`ZVIe@bdugoK_	4	5.9690023 	4	0.6274509803921569
bsaS[USsLQYgigiFyB|N|p~pCChCEaXoGrWBFHLWuEVJMC~MYP}ZL@WmXO[jsgKx^A`etSsibxUUiJxNXkP@FrMP@ZRYi?Zdfi_B_	4	8.0000732 	4	0.6274509803921569
b{fC[ibbC`sIobfN{ZtY{sn_DSODSQiBGi`bNcAzkCjLK`]UYDY]@hzNBG}XjI[TRsJapMbUShfPkibIldKc\\QwKEmrPcrD\YoX?	4	6.1194217 	4	0.6274509803921569
bsaSUIap\FqwbhtEtReb^i\xDS@DSJMALe_fSRdHPkUJWKVNGXUNoDLjs@XroP\]]CTtkJMqgohmYaYyifJ?yilb`ZVIe@bdugoK_	4	5.9690023 	4	0.6274509803921569
bsaS[USsLQYgigiFyB|N|p~pCChCEaXoGrWBFHLWuEVJMC~MYP}ZL@WmXO[jsgKx^A`etSsibxUUiJxNXkP@FrMP@ZRYi?Zdfi_B_	4	5.9689836 	4	0.6274509803921569
b{fC[ibbC`sIobfN{ZtY{sn_DSODSQiBGi`bNcAzkCjLK`]UYDY]@hzNBG}XjI[TRsJapMbUShfPkibIldKc\\QwKEmrPcrD\YoX?	4	6.1194217 	4	0.6274509803921569
bsb~u]vy^b^@}C~A~QlwKu`adOMDOhY~xQ~zDNvOU|tEdn_Qs}`RZP`e]SoyH[kxGtbescjsZiEjSzaw_^TSyGVtTBWTInwf@Ui~_	4	5.8636304 	4	0.6274509803921569
bvy[syZxNE|o|`~K^XFIhwiqskEUcAim{im~BVmgd}yHB~RKF~EJ]J`I^IoXijgJQiy_|LdbgpfFJaW\cE\kVKCvNHGFumyE?|yz_	4	5.8636116 	4	0.6274509803921569
b}nMTmurUTuhkl}s~den?jwBOSLOSiMywTu{Gzug\tuKfwoEvh`Si~@dinOyaNixTE\MggfjjHSrVibKG\tx`gVjME[BvMw{Cnin?	4	5.7195810 	4	0.6274509803921569
bsb~u]vy^b^@}C~A~QlwKu`adOMDOhY~xQ~zDNvOU|tEdn_Qs}`RZP`e]SoyH[kxGtbescjsZiEjSzaw_^TSyGVtTBWTInwf@Ui~_	4	5.8636304 	4	0.6274509803921569
bvy[syZxNE|o|`~K^XFIhwiqskEUcAim{im~BVmgd}yHB~RKF~EJ]J`I^IoXijgJQiy_|LdbgpfFJaW\cE\kVKCvNHGFumyE?|yz_	4	5.8636116 	4	0.6274509803921569
b}nMTmurUTuhkl}s~den?jwBOSLOSiMywTu{Gzug\tuKfwoEvh`Si~@dinOyaNixTE\MggfjjHSrVibKG\tx`gVjME[BvMw{Cnin?	4	5.7195810 	4	0.6274509803921569
b~vl~vvv~z|~n~~RZr^\j}{^uj|}N~vjvuz|vmnny^[|}jznr|y~~bf^~}KQq~U~X^V^\pzlzwvlvnw\|l~{fnVn~RF^~nxfF~}~_	2	2.8201903 	8	0.6274509803921569
b~vl~vvv~z|~n~~RZr^\j}{^uj|}N~vjvuz|vmnny^[|}jznr|y~~bf^~}KQq~U~X^V^\pzlzwvlvnw\|l~{fnVn~RF^~nxfF~}~_	2	2.8201903 	8	0.6274509803921569
bsaCCA?O?O_aC??`c@O@b?RcHQ?DcA@H?PC_@QO@@Q?DA@MP?RgKADoH?aR?KCbOC_JE?xO@AALC@AJPG?__V?_K@ROO_A@dOG@?_	8	12.4104950 	2	0.6274509803921569
bsaCCA?O?O_aC??`c@O@b?RcHQ?DcA@H?PC_@QO@@Q?DA@MP?RgKADoH?aR?KCbOC_JE?xO@AALC@AJPG?__V?_K@ROO_A@dOG@?_	8	12.4104950 	2	0.6274509803921569
