18	1	36
19	0,972972972972973	8
20	0,947368421052632	30
21	0,923076923076923	8
22	0,952380952380952	4
23	0,930232558139535	2
24	0,933333333333333	12
25	0,979591836734694	6
26	1	1
27	0,941176470588235	12
28	0,923076923076923	18
29	0,905660377358491	4
30	0,888888888888889	10
31	0,931034482758621	2
32		3140
33	0,9	4
34	0,903225806451613	72
35	0,813559322033898	16
36	0,875	60
37	0,861538461538462	16
38	0,774193548387097	6
39	0,869565217391304	24
40	0,8888888888	8
41	0,738461538461539	2
42	0,88	42
43	0,821917808219178	212
44	0,857142857142857	4
45	0,846153846153846	4
46	0,835443037974684	2
47	0,779220779220779	92
