i{aCCEC_S@qAaBtOtSj?BCDOGIgEBOHBGKaWCpDHGcBGP_RQKA^KQ@nCpaPQKcaIBERDGQWkgPR_qgabOlPCWJ_IYEDW@XRXCSbkMW_kVGMkEoOGVQDo_CCTq[@AIIke_HCZwa@@CdvcCGG`_	6	3	0.6
i{eKkIAkUPQHaLgowcg?`?AP?AH?GgaWSGqTQOS@`@OCOXEP@KRHECqgR@ejo?~{OtCd_ciKMAf?QT@Z?`iC]@x`_DTdCggT[SYB@hcRG_CkpEI@Fe@wB?DIZO?gi`Xw?SFX_Xe?u@``f_KE?	6	3	0.6
isaCKIA_[bPaoWgc[PcwFCAKoc?l?iH`SICsOOl`AbFAapBGJahIKCaCaM_yMDWUOfQKOHjDcae_gegtERp`iWKTCNCbMAArARDSLGhwb_TapJOJMROscMD{EG`UBJwT`A?Vb_AzC@wNB@B?o	6	3	0.6
isaKCE?qLDQg_hgSrSMITB?K?fIQCWb?oU@IE_GAGSjcqOiGSX[WWICCRaowqYQpIYaKoUSQrALaOrAOxMOXwKF~?ArWXO`Hsea_icqCsY[aL@Do^W@gceM{@h`_AP}PIGDLTqsAO`yPaGwK?	6	3	0.6
isaKCF?_l?Ob_XeErLFKBC?w_KY@@pWOSBOxF?L?RUDiOrh\_bmAm_dFK_uAKYF`Qe_T?oKoJHOlWOhjGN?OdqHOkSwPSPzXOPI_IIakX@CsXq?jQbOgA}KiPQKhPgf_HaIVwP?^_@n{GM??O	6	3	0.6
isaSCF@cLOSciC`ayPSQjSO`ICG[OGAwWo@]OWegGyUD_baCeJEXcCSGyCkbbAI[QmABX_xIFBsCCtGyI@d?R_tHFAhWXT`XDFCqCjOfgEQPkgFSMKiaWOLkb?O@iczEGQPDRt_Y_Ouj@oOa_	6	3	0.6
iseSLB?ocfP[_FbOuENWC@SGK@WoK?A[PA?pK?pHBgHcDFySbB[PCqy@sRC_ojAxA{QegiWR_QBQkQhTBQ?KuCeHCSeb?KzHIB`Bls?xwG?M|gaIDqKlQOJLDdC_BQK_eBb\S_sJ@HtSIEQI?	6	3	0.6
isiMDAQ_KGo@`TxHRYcuQSA_l?AQ_XK_[OkMCDdW?z[dAXDOX`OKa_p`]@LOWS`{\CBCGG\WV?DlZ?zPKCAgVICCDZo?mYa`BoUFiT_ozCS_\GyWHO[oMXKfEE?@WYNeHO@[z?PcWD~`gWC?_	6	3	0.6
isaCCak_dCQbsgtATWkYsiSoRO?Cl?Oo|GmFZ@`aBg_Gn?vOOzQSsO]JT?YRPAkoAdaHKDx?rwMW]OpX?{uC`XObjUOi`LJkPAEYfogpq@HGnUWHSLN?ocepkhbIBniB@@O]W{`B_O}Iww?DO	6	3	0.6
isaCKaHbCcOY`JiBYAUhAioKE?WSJGgFKoEKQ@d?igd`TPNGwhEPXPHCFJHYApsMYs`SXskEaQ^PDPXnaAgxA|H_WHUkcHHpcuaHJHb[PAMbhA[QVDp@k`LFElOKBaq[iC`ZgW]OD`v@au?h?	6	3	0.6
isaKcQP`CCsDoSlAxQmiGigc@`_oQ_o`S`WVOMBogb``PLERgDWLoBcgCfxhAE}[QIgMspT?vbAPioJ@a\GPSVCcaIbhECYtgiGxFhPpDaTl_P`sJr_aQwh{qIgI@nKTSD?Zmg_SQDv\@AaC_	6	3	0.6
isaKsISoM_PAgRgpUaCEXqGsQaO?z?rQCEJaFSP_qHPDFAlPh`wKJOFeIPMaEhGBXBDEkBazXYWQ{FblGDPLhaeXA[QafcBI`iUAJwBSiCJmAWEMQJZ[KACrXp`@bomJ?YGM{K?gc\EVpS@q?	6	3	0.6
isaSCa@`tPP_w`gpPc]PacbL?cIO_ocP[`DU@GwXU@KeCaQ@eFDRgOWeFcSwisi`]AEMDNAIdWO}iY@YSXw@?^fAHUwOpaqddPQemjO~g?\l?MOkHyJ`CgnSajS_?b~?]W@^SSOHYPnFeAw??	6	3	0.6
isaSKuGbCsSFs`pYT_UB`kk?AaOHP_EITaB?WP_ooT\bcPuUPDyUaHTgegqQQP]GHaLYGuoFg?`zBGxFa\c_hP[{_ULCWVP?^hB_cbwwHKTwAG[jZSCFAafBRIT`BEdSJGIPZ]ED?L}F_ABp?	6	3	0.6
isaScQ@eKEsQpAmGwddSDpPSOu?G[i@oO_XO?yWwBQ~?fS@BSF\St?nDp@wiYg@oI`TTLS@m_ZpOEIZFCFMXfOCgcU?zDSHSJSLcFHTG?nKmcAdMTwhGeiFwaY_]BjKJD_CQl]gG`D{FtX?C?	6	3	0.6
isa[sAO_taWGiG`DwTMRAhDKHAjCgGmCOQR_PSchFGhCmCDHkPCQj?XhbA|ZaAnAWabHcG~@Ow{HkwXPXVqH[sCEPSErVOBQRATD_fxPJDKTfWo_UWspaOGtMw@EPzGTgGpKbmdgGP~G_WSF?	6	3	0.6
iseCki@_E?oTjCbDPIeDFkIW@OoH_OWI@OEfWKOOZOfBOhrIiH@ORbMeAqYhQUKcKaZqLabV@?VYl`ATpQghPYjYALsIW\ajDeMaIwpIQ_\LDhAPXJRIKBLz?}P_B|_GTL?IukL?@t{FOJHo?	6	3	0.6
iseSKAD_TDxEwoaKqWmaQjCKOo`I@A_aDI?K?`ZaaOkAdomIGsVRPOZCeBFHIKl`IsAsoXJToH^OIShKVIHPYPUobDjIir?I{vAFHS{TBPSFiqcW[egJJ?LV_~S?Bx?wEaM[wsdWC@lSlCS@G	6	3	0.6
isfcUAOi[JWOcBkPOs]CeiBKQ?O?gZD?OhAaAAMpaIEGsKFZG`SFL@JgEYbOYKlg?fXsXsD`ppdqFgBESd[ODY\aMRYIa]@ZaiGQfWT`EtFbJY_Q@xx_OwJ\O~c?AiwYPcA]kE`d?To^Qr?Q?	6	3	0.6
itaCCABoLCP`cTs`PjLU_`IsWGHK@GcF?k?WOLRyMOnMK_nQEgxGQlpGcjwQroFRWwpI@]CJRI[d@JRhOi`O[VAdH@uTGl@YiMCeFCsfGAZKEPAJZoaC_lA]h@Wgh`XsO\aSy{g?q_z]cOoA_	6	3	0.6
ityCCNO_c?Ofw@fa{JCBsf_KFO?o[W@VlPqE?xgOrcKDsOLXg`Q?dUsJ?LkbKWGZFDDCHbK?Fgqg_th`Pkn@NOBeJ]ADKu_IrP]WmCLgBsWSucGR@imcF_DDxdGKgKzP{?c^QCMV?D~tb??B?	6	3	0.6
iun~fv|~|N~r}k~Eq~uX}tyix\vFl^YYz^bOwrXlz?uVo`fqa}Qwgo|cZvyivd[uJF|Vd[rqn_|jRYpS]U}|QUY~lQZTlzHkVjfHkob|~[JN?~\zPSvwu~FKLfsvqFPy{}rCQzymf{Tko|vZw	3	6	0.6
iv}l~r\{u|]yzrxt\]U|H|ZFdm{~hthue}xb}SZnsbwyrxkzYoU{MsQfTR|XTflvGb~z[mm|LIJjnMhmiRvXP}[\uDVb|KhZTIuN_a]zyvRxUh`~DEUvzVhVKF~]Qvht_]^?Rz|mV\JN_Fx~w	3	6	0.6
i{n~~nkymyzvvsmZU|nyOznnqBvdN^vkFl|cyEt|z?mwmRbsutHk{[R`W{~w}Fl|FM~LcnJTz_jZtiqC~]jK}|hg|Zkb{f_Y[p~MfCjp}lS^oXunKkjuRvgBe~lzJBbq^vLCvKqun|Cm]Md~w	3	6	0.6
i{v^~r\ln]^Z~N|YRiLV[jY^Vot}|Um^~xvOydNNKvK}]k`hKvN}iYLBuUzpbj~KImuNxe[m^ORR{^w|vUAwUS|r\TIpZyXEy}LvhgVnUsQ^cjlvKO}}Y~K_{^YmzeYIzTzE\glZt|Mk[pV}w	3	6	0.6
i|n\~MZum^v{z|{\vm]yYnunH{Uk}vmHzwX^yLtN|PG{^grxYhU|_WzbvFnJ_q|}FZNbdDzjeiZnkcqMYnZWQtvLZ?~bVlX{WS}tdD\F|jSkhy|{MX[\ZzDqxUmzravrC|}Gpf[{n|KAvZnng	3	6	0.6
i|n^}zK{Uv|mv]zfSV~cvt|~dlfRTl}yMwe~z{cfpGL}VWhltMI~w?FdimzHJh{vBjzB{YjrxzCav~O|Bve|R[s^TFUaz|HlVW^siFqfx{KrXzd^MLezifHmxmP{yNT|hfuAV{T^nXF@Ntb~w	3	6	0.6
